1,"12/31/2000"
2,"1/7/2001"
3,"1/14/2001"
4,"1/21/2001"
5,"1/28/2001"
6,"2/4/2001"
7,"2/11/2001"
8,"2/18/2001"
9,"2/25/2001"
10,"3/4/2001"
11,"3/11/2001"
12,"3/18/2001"
13,"3/25/2001"
14,"4/1/2001"
15,"4/8/2001"
16,"4/15/2001"
17,"4/22/2001"
18,"4/29/2001"
19,"5/6/2001"
20,"5/13/2001"
21,"5/20/2001"
22,"5/27/2001"
23,"6/3/2001"
24,"6/10/2001"
25,"6/17/2001"
26,"6/24/2001"
27,"7/1/2001"
28,"7/8/2001"
29,"7/15/2001"
30,"7/22/2001"
31,"7/29/2001"
32,"8/5/2001"
33,"8/12/2001"
34,"8/19/2001"
35,"8/26/2001"
36,"9/2/2001"
37,"9/9/2001"
38,"9/16/2001"
39,"9/23/2001"
40,"9/30/2001"
41,"10/7/2001"
42,"10/14/2001"
43,"10/21/2001"
44,"10/28/2001"
45,"11/4/2001"
46,"11/11/2001"
47,"11/18/2001"
48,"11/25/2001"
49,"12/2/2001"
50,"12/9/2001"
51,"12/16/2001"
52,"12/23/2001"
53,"12/30/2001"
54,"1/6/2002"
55,"1/13/2002"
56,"1/20/2002"
57,"1/27/2002"
58,"2/3/2002"
59,"2/10/2002"
60,"2/17/2002"
61,"2/24/2002"
62,"3/3/2002"
63,"3/10/2002"
64,"3/17/2002"
65,"3/24/2002"
66,"3/31/2002"
67,"4/7/2002"
68,"4/14/2002"
69,"4/21/2002"
70,"4/28/2002"
71,"5/5/2002"
72,"5/12/2002"
73,"5/19/2002"
74,"5/26/2002"
75,"6/2/2002"
76,"6/9/2002"
77,"6/16/2002"
78,"6/23/2002"
79,"6/30/2002"
80,"7/7/2002"
81,"7/14/2002"
82,"7/21/2002"
83,"7/28/2002"
84,"8/4/2002"
85,"8/11/2002"
86,"8/18/2002"
87,"8/25/2002"
88,"9/1/2002"
89,"9/8/2002"
90,"9/15/2002"
91,"9/22/2002"
92,"9/29/2002"
93,"10/6/2002"
94,"10/13/2002"
95,"10/20/2002"
96,"10/27/2002"
97,"11/3/2002"
98,"11/10/2002"
99,"11/17/2002"
100,"11/24/2002"
101,"12/1/2002"
102,"12/8/2002"
103,"12/15/2002"
104,"12/22/2002"
105,"12/29/2002"
106,"1/5/2003"
107,"1/12/2003"
108,"1/19/2003"
109,"1/26/2003"
110,"2/2/2003"
111,"2/9/2003"
112,"2/16/2003"
113,"2/23/2003"
114,"3/2/2003"
115,"3/9/2003"
116,"3/16/2003"
117,"3/23/2003"
118,"3/30/2003"
119,"4/6/2003"
120,"4/13/2003"
121,"4/20/2003"
122,"4/27/2003"
123,"5/4/2003"
124,"5/11/2003"
125,"5/18/2003"
126,"5/25/2003"
127,"6/1/2003"
128,"6/8/2003"
129,"6/15/2003"
130,"6/22/2003"
131,"6/29/2003"
132,"7/6/2003"
133,"7/13/2003"
134,"7/20/2003"
135,"7/27/2003"
136,"8/3/2003"
137,"8/10/2003"
138,"8/17/2003"
139,"8/24/2003"
140,"8/31/2003"
141,"9/7/2003"
142,"9/14/2003"
143,"9/21/2003"
144,"9/28/2003"
145,"10/5/2003"
146,"10/12/2003"
147,"10/19/2003"
148,"10/26/2003"
149,"11/2/2003"
150,"11/9/2003"
151,"11/16/2003"
152,"11/23/2003"
153,"11/30/2003"
154,"12/7/2003"
155,"12/14/2003"
156,"12/21/2003"
157,"12/28/2003"
158,"1/4/2004"
159,"1/11/2004"
160,"1/18/2004"
161,"1/25/2004"
162,"2/1/2004"
163,"2/8/2004"
164,"2/15/2004"
165,"2/22/2004"
166,"2/29/2004"
167,"3/7/2004"
168,"3/14/2004"
169,"3/21/2004"
170,"3/28/2004"
171,"4/4/2004"
172,"4/11/2004"
173,"4/18/2004"
174,"4/25/2004"
175,"5/2/2004"
176,"5/9/2004"
177,"5/16/2004"
178,"5/23/2004"
179,"5/30/2004"
180,"6/6/2004"
181,"6/13/2004"
182,"6/20/2004"
183,"6/27/2004"
184,"7/4/2004"
185,"7/11/2004"
186,"7/18/2004"
187,"7/25/2004"
188,"8/1/2004"
189,"8/8/2004"
190,"8/15/2004"
191,"8/22/2004"
192,"8/29/2004"
193,"9/5/2004"
194,"9/12/2004"
195,"9/19/2004"
196,"9/26/2004"
197,"10/3/2004"
198,"10/10/2004"
199,"10/17/2004"
200,"10/24/2004"
201,"10/31/2004"
202,"11/7/2004"
203,"11/14/2004"
204,"11/21/2004"
205,"11/28/2004"
206,"12/5/2004"
207,"12/12/2004"
208,"12/19/2004"
209,"12/26/2004"
210,"1/2/2005"
211,"1/9/2005"
212,"1/16/2005"
213,"1/23/2005"
214,"1/30/2005"
215,"2/6/2005"
216,"2/13/2005"
217,"2/20/2005"
218,"2/27/2005"
219,"3/6/2005"
220,"3/13/2005"
221,"3/20/2005"
222,"3/27/2005"
223,"4/3/2005"
224,"4/10/2005"
225,"4/17/2005"
226,"4/24/2005"
227,"5/1/2005"
228,"5/8/2005"
229,"5/15/2005"
230,"5/22/2005"
231,"5/29/2005"
232,"6/5/2005"
233,"6/12/2005"
234,"6/19/2005"
235,"6/26/2005"
236,"7/3/2005"
237,"7/10/2005"
238,"7/17/2005"
239,"7/24/2005"
240,"7/31/2005"
241,"8/7/2005"
242,"8/14/2005"
243,"8/21/2005"
244,"8/28/2005"
245,"9/4/2005"
246,"9/11/2005"
247,"9/18/2005"
248,"9/25/2005"
249,"10/2/2005"
250,"10/9/2005"
251,"10/16/2005"
252,"10/23/2005"
253,"10/30/2005"
254,"11/6/2005"
255,"11/13/2005"
256,"11/20/2005"
257,"11/27/2005"
258,"12/4/2005"
259,"12/11/2005"
260,"12/18/2005"
261,"12/25/2005"
262,"1/1/2006"
263,"1/8/2006"
264,"1/15/2006"
265,"1/22/2006"
266,"1/29/2006"
267,"2/5/2006"
268,"2/12/2006"
269,"2/19/2006"
270,"2/26/2006"
271,"3/5/2006"
272,"3/12/2006"
273,"3/19/2006"
274,"3/26/2006"
275,"4/2/2006"
276,"4/9/2006"
277,"4/16/2006"
278,"4/23/2006"
279,"4/30/2006"
280,"5/7/2006"
281,"5/14/2006"
282,"5/21/2006"
283,"5/28/2006"
284,"6/4/2006"
285,"6/11/2006"
286,"6/18/2006"
287,"6/25/2006"
288,"7/2/2006"
289,"7/9/2006"
290,"7/16/2006"
291,"7/23/2006"
292,"7/30/2006"
293,"8/6/2006"
294,"8/13/2006"
295,"8/20/2006"
296,"8/27/2006"
297,"9/3/2006"
298,"9/10/2006"
299,"9/17/2006"
300,"9/24/2006"
301,"10/1/2006"
302,"10/8/2006"
303,"10/15/2006"
304,"10/22/2006"
305,"10/29/2006"
306,"11/5/2006"
307,"11/12/2006"
308,"11/19/2006"
309,"11/26/2006"
310,"12/3/2006"
311,"12/10/2006"
312,"12/17/2006"
313,"12/24/2006"
314,"12/31/2006"
315,"1/7/2007"
316,"1/14/2007"
317,"1/21/2007"
318,"1/28/2007"
319,"2/4/2007"
320,"2/11/2007"
321,"2/18/2007"
322,"2/25/2007"
323,"3/4/2007"
324,"3/11/2007"
325,"3/18/2007"
326,"3/25/2007"
327,"4/1/2007"
328,"4/8/2007"
329,"4/15/2007"
330,"4/22/2007"
331,"4/29/2007"
332,"5/6/2007"
333,"5/13/2007"
334,"5/20/2007"
335,"5/27/2007"
336,"6/3/2007"
337,"6/10/2007"
338,"6/17/2007"
339,"6/24/2007"
340,"7/1/2007"
341,"7/8/2007"
342,"7/15/2007"
343,"7/22/2007"
344,"7/29/2007"
345,"8/5/2007"
346,"8/12/2007"
347,"8/19/2007"
348,"8/26/2007"
349,"9/2/2007"
350,"9/9/2007"
351,"9/16/2007"
352,"9/23/2007"
353,"9/30/2007"
354,"10/7/2007"
355,"10/14/2007"
356,"10/21/2007"
357,"10/28/2007"
358,"11/4/2007"
359,"11/11/2007"
360,"11/18/2007"
361,"11/25/2007"
362,"12/2/2007"
363,"12/9/2007"
364,"12/16/2007"
365,"12/23/2007"
366,"12/30/2007"
367,"1/6/2008"
368,"1/13/2008"
369,"1/20/2008"
370,"1/27/2008"
371,"2/3/2008"
372,"2/10/2008"
373,"2/17/2008"
374,"2/24/2008"
375,"3/2/2008"
376,"3/9/2008"
377,"3/16/2008"
378,"3/23/2008"
379,"3/30/2008"
380,"4/6/2008"
381,"4/13/2008"
382,"4/20/2008"
383,"4/27/2008"
384,"5/4/2008"
385,"5/11/2008"
386,"5/18/2008"
387,"5/25/2008"
388,"6/1/2008"
389,"6/8/2008"
390,"6/15/2008"
391,"6/22/2008"
392,"6/29/2008"
393,"7/6/2008"
394,"7/13/2008"
395,"7/20/2008"
396,"7/27/2008"
397,"8/3/2008"
398,"8/10/2008"
399,"8/17/2008"
400,"8/24/2008"
401,"8/31/2008"
402,"9/7/2008"
403,"9/14/2008"
404,"9/21/2008"
405,"9/28/2008"
406,"10/5/2008"
407,"10/12/2008"
408,"10/19/2008"
409,"10/26/2008"
410,"11/2/2008"
411,"11/9/2008"
412,"11/16/2008"
413,"11/23/2008"
414,"11/30/2008"
415,"12/7/2008"
416,"12/14/2008"
417,"12/21/2008"
418,"12/28/2008"
419,"1/4/2009"
420,"1/11/2009"
421,"1/18/2009"
422,"1/25/2009"
423,"2/1/2009"
424,"2/8/2009"
425,"2/15/2009"
426,"2/22/2009"
427,"3/1/2009"
428,"3/8/2009"
429,"3/15/2009"
430,"3/22/2009"
431,"3/29/2009"
432,"4/5/2009"
433,"4/12/2009"
434,"4/19/2009"
435,"4/26/2009"
436,"5/3/2009"
437,"5/10/2009"
438,"5/17/2009"
439,"5/24/2009"
440,"5/31/2009"
441,"6/7/2009"
442,"6/14/2009"
443,"6/21/2009"
444,"6/28/2009"
445,"7/5/2009"
446,"7/12/2009"
447,"7/19/2009"
448,"7/26/2009"
449,"8/2/2009"
450,"8/9/2009"
451,"8/16/2009"
452,"8/23/2009"
453,"8/30/2009"
454,"9/6/2009"
455,"9/13/2009"
456,"9/20/2009"
457,"9/27/2009"
458,"10/4/2009"
459,"10/11/2009"
460,"10/18/2009"
461,"10/25/2009"
462,"11/1/2009"
463,"11/8/2009"
464,"11/15/2009"
465,"11/22/2009"
466,"11/29/2009"
467,"12/6/2009"
468,"12/13/2009"
469,"12/20/2009"
470,"12/27/2009"
471,"1/3/2010"
472,"1/10/2010"
473,"1/17/2010"
474,"1/24/2010"
475,"1/31/2010"
476,"2/7/2010"
477,"2/14/2010"
478,"2/21/2010"
479,"2/28/2010"
480,"3/7/2010"
481,"3/14/2010"
482,"3/21/2010"
483,"3/28/2010"
484,"4/4/2010"
485,"4/11/2010"
486,"4/18/2010"
487,"4/25/2010"
488,"5/2/2010"
489,"5/9/2010"
490,"5/16/2010"
491,"5/23/2010"
492,"5/30/2010"
493,"6/6/2010"
494,"6/13/2010"